보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
임계길 04 ,1,,충청북도 영동군 영동읍 임계길 249-1 ,,36.1681969814,127.848118114,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 04-L1 ,1,,충청북도 영동군 영동읍 임계길 253-3 ,,36.1678092909,127.848398459,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 05 ,1,,충청북도 영동군 영동읍 임계길 257-1 ,,36.1676531776,127.849063625,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 06 ,1,,충청북도 영동군 영동읍 임계길 389-7 ,,36.1607779733,127.85880907,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 07 ,1,,충청북도 영동군 영동읍 임계리184 ,,36.1664662083,127.854274387,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 07 ,1,,충청북도 영동군 영동읍 임계길 447-33 ,,36.1547383733,127.860552286,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 08 ,1,,충청북도 영동군 상촌면 임산1길 10 ,,36.1471417392,127.9114253,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산1길 01 ,1,,충청북도 영동군 상촌면 임산1길 13-7 앞 ,,36.1469103405,127.910569286,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산1길 02 ,1,,충청북도 영동군 상촌면 임산1길 13-2 ,,36.1471038962,127.910713746,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산1길 03 ,1,,충청북도 영동군 상촌면 임산2길 8 ,,36.1467244583,127.912731585,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산2길 01 ,1,,충청북도 영동군 상촌면 임산2길 20 상촌초교 ,,36.147612477,127.912092977,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산2길 02 ,1,,충청북도 영동군 상촌면 임산3길 11 건너 수산APT ,,36.1475258314,127.913056429,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산3길 01 ,1,,충청북도 영동군 상촌면 임산3길 11 수산APT ,,36.1475258314,127.913056429,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산3길 02 ,1,,충청북도 영동군 상촌면 임산3길 24 건너 상촌 초교 뒤 ,,36.1479643701,127.911799268,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산3길 03 ,1,,충청북도 영동군 상촌면 임산3길 28-9 ,,36.1482495718,127.911269225,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산3길 03-R1 ,1,,충청북도 영동군 상촌면 임산3길 28-17 앞 ,,36.1485509199,127.911459383,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산3길 03-R2 ,1,,충청북도 영동군 상촌면 임산3길 32 옆 ,,36.1478630365,127.910904748,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산3길 04 ,1,,충청북도 영동군 상촌면 임산4길 6-7 건너 면사무소 뒤 ,,36.1490120811,127.913855903,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산4길 01 ,1,,충청북도 영동군 상촌면 임산4길 9 상촌보건소 ,,36.1485090948,127.913636729,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산4길 02 ,1,,충청북도 영동군 상촌면 상촌면 임산리334-2 ,,36.1487834913,127.913106564,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산4길 02-L1 ,1,,충청북도 영동군 상촌면 상촌면 임산4길21 ,,36.1487511588,127.912146163,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산4길 03 ,1,,충청북도 영동군 상촌면 임산4길 27 ,,36.1490700194,127.9114565,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산4길 04 ,1,,충청북도 영동군 상촌면 임산5길 14-12 앞 ,,36.1512852512,127.913566703,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산5길 01 ,1,,충청북도 영동군 상촌면 임산5길 16 건너 ,,36.1505669167,127.913225021,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산5길 02 ,1,,충청북도 영동군 상촌면 임산리 임산5길24 ,,36.1507891763,127.91244089,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산5길 03 ,1,,충청북도 영동군 상촌면 임산5길 27 ,,36.1507278522,127.911973488,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산5길 04 ,1,,충청북도 영동군 상촌면 상촌면 민주지산로3035 ,,36.1502427527,127.914607993,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산5길01-l1 ,1,,충청북도 영동군 상촌면 임산길 5-2 건너 ,,36.1457465836,127.910969163,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임계길 00 ,1,,충청북도 영동군 영동읍 임계길42 ,,36.172842155,127.826658651,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 01 ,1,,충청북도 영동군 상촌면 임산길 5-3 ,,36.1456185832,127.910736575,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 01-L1 ,1,,충청북도 영동군 상촌면 임산길17건너 ,,36.1461347616,127.911591426,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 02 ,1,,충청북도 영동군 상촌면 임산길 15-13건너 ,,36.1458831448,127.911024075,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 02-L1 ,1,,충청북도 영동군 상촌면 임산길17-12 ,,36.1464474578,127.910763935,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 03 ,1,,충청북도 영동군 상촌면 임산리 임산길19 ,,36.1464375303,127.91159493,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 04 ,1,,충청북도 영동군 상촌면 임산3길 16 건너 ,,36.1478901658,127.912549533,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 05 ,1,,충청북도 영동군 상촌면 임산길 44 ,,36.1484473555,127.912751548,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 06 ,1,,충청북도 영동군 상촌면 임산리 임산길47 ,,36.148401684,127.91259546,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 06-R1  ,1,,충청북도 영동군 상촌면 임산길47-1 ,,36.1485536101,127.912526107,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 07 ,1,,충청북도 영동군 상촌면 임산길49-20앞 ,,36.1488898338,127.911449971,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 07-L1 ,1,,충청북도 영동군 상촌면 임산길53-1앞 ,,36.1492815792,127.912076747,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 08 ,1,,충청북도 영동군 상촌면 임산길61-4 앞 ,,36.1498239119,127.912336371,한전주,043-740-3503,충청북도 영동군청,2016-09-23
임산길 09 ,1,,충청북도 영동군 상촌면 임산길9 ,,36.1456989828,127.911066389,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 06 ,1,,충청북도 영동군 용산면 부상2길 202 ,,36.2731638683,127.767203766,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길 07 ,1,,충청북도 영동군 용산면 용산면 부상2길50 ,,36.2628654769,127.767739533,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부상2길03-L1 ,1,,충청북도 영동군 영동읍 부용2길  ,,36.1707452494,127.767484624,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용2길 01 ,1,,충청북도 영동군 영동읍 부용2길 14-11앞 ,,36.1711357936,127.768977801,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용2길 02 ,1,,충청북도 영동군 영동읍 부용2길 ,,36.1707452494,127.767484624,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용2길 03 ,1,,충청북도 영동군 영동읍 부용2길 16-1 ,,36.1707049371,127.768711286,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용2길 04 ,1,,충청북도 영동군 영동읍 부용4길 5앞 ,,36.1729489953,127.772334449,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 01 ,1,,충청북도 영동군 영동읍 부용4길 14건너 ,,36.1730376887,127.77143723,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 02 ,1,,충청북도 영동군 영동읍 부용리 부용4길 16 ,,36.1730206687,127.771281454,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 02-R1  ,1,,충청북도 영동군 영동읍 부용4길 20-2 ,,36.1730883558,127.77084641,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 03 ,1,,충청북도 영동군 영동읍 부용4길 36옆 ,,36.1735091635,127.769312212,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 04 ,1,,충청북도 영동군 영동읍 부용4길 46 ,,36.173875952,127.768328778,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 05 ,1,,충청북도 영동군 영동읍 부용4길  ,,36.1737537732,127.767144942,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 05-R1 ,1,,충청북도 영동군 영동읍 부용4길 59 ,,36.1736882779,127.766677471,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 06 ,1,,충청북도 영동군 영동읍 부용4길 67 ,,36.1737692935,127.765846853,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4길 07 ,1,,충청북도 영동군 영동읍 부용4안길 6 ,,36.1734862382,127.772313045,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용4안길 01 ,1,,충청북도 영동군 영동읍 부용7길 7 ,,36.1750838541,127.772759996,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용5길 01 ,1,,충청북도 영동군 영동읍 부용7길 8-1앞 ,,36.1751016858,127.772231084,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용5길 02 ,1,,충청북도 영동군 영동읍 부용6길 4 ,,36.17480299,127.772712777,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용5길 03 ,1,,충청북도 영동군 영동읍 부용6길 4 ,,36.17480299,127.772712777,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용5길 04 ,1,,충청북도 영동군 영동읍 부용5길 13앞 ,,36.1742918107,127.772605498,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용5길 05 ,1,,충청북도 영동군 영동읍 난계로 1178옆 ,,36.173739334,127.773311438,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용5길 06 ,1,,충청북도 영동군 영동읍 부용5안길 12 ,,36.1735472645,127.77179346,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용5안길 01 ,1,,충청북도 영동군 영동읍 부용5안길 18 ,,36.1733490222,127.77123132,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용5안길 02 ,1,,충청북도 영동군 영동읍 부용6길 4앞 ,,36.17480299,127.772712777,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용6길 01 ,1,,충청북도 영동군 영동읍 부용6길 16 ,,36.1742380678,127.771995861,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용6길 02 ,1,,충청북도 영동군 영동읍 부용5안길 14-10옆 ,,36.1739260525,127.771748269,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용6길 03 ,1,,충청북도 영동군 영동읍 부용6길 20-10 ,,36.1741816051,127.771248371,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용6길 03-R1 ,1,,충청북도 영동군 영동읍 부용6길 27 ,,36.173579942,127.770637817,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용6길 04 ,1,,충청북도 영동군 영동읍 부용7길 18앞 ,,36.1744004997,127.771961886,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용7길 01 ,1,,충청북도 영동군 영동읍 부용7길 32-4 ,,36.1744241398,127.770530486,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용7길 02 ,1,,충청북도 영동군 영동읍 부용7안길 15-21 ,,36.1743123139,127.769982526,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용7길 02-R1 ,1,,충청북도 영동군 영동읍 부용7길 36-10 ,,36.1740300188,127.770157605,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용7길 03 ,1,,충청북도 영동군 영동읍 부용7안길 8 ,,36.1748853159,127.770566124,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용7안길 01 ,1,,충청북도 영동군 영동읍 부용8길 8 ,,,,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용8길 01 ,1,,충청북도 영동군 영동읍 부용8길 9옆 ,,36.1752539638,127.772094749,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용8길 02 ,1,,충청북도 영동군 영동읍 부용동1로3길건너 ,,36.1719274295,127.772555612,한전주,043-740-3503,충청북도 영동군청,2016-09-23
부용동1로 01 ,1,,충청북도 영동군 용화면 불당골길 6-2 ,,36.062140004,127.824611097,한전주,043-740-3503,충청북도 영동군청,2016-09-23
불당골길 01 ,1,,충청북도 영동군 용화면 불당골길 13-63 뒤 ,,36.0621598204,127.821725485,한전주,043-740-3503,충청북도 영동군청,2016-09-23
불당골길 01-L1 ,1,,충청북도 영동군 용화면 불당골길 4-7 뒤 ,,36.0623448816,127.82469759,한전주,043-740-3503,충청북도 영동군청,2016-09-23
불당골길 02 ,1,,충청북도 영동군 용화면 불당골길 32-9 ,,36.0629669348,127.825449962,한전주,043-740-3503,충청북도 영동군청,2016-09-23
불당골길 02-R1 ,1,,충청북도 영동군 용화면 불당골길 39-20 ,,36.0639222818,127.825961642,한전주,043-740-3503,충청북도 영동군청,2016-09-23
불당골길 03 ,1,,충청북도 영동군 영동읍 비탄길 1-4 ,,36.2133278442,127.78580899,한전주,043-740-3503,충청북도 영동군청,2016-09-23
비탄길 01 ,1,,충청북도 영동군 영동읍 비탄길 3 ,,36.213261883,127.785972916,한전주,043-740-3503,충청북도 영동군청,2016-09-23
비탄길 02 ,1,,충청북도 영동군 영동읍 비탄길 11 ,,36.2136566005,127.786795347,한전주,043-740-3503,충청북도 영동군청,2016-09-23
비탄길 03 ,1,,충청북도 영동군 영동읍 비탄길 15 ,,36.2139006805,127.786953481,한전주,043-740-3503,충청북도 영동군청,2016-09-23
비탄길 04 ,1,,충청북도 영동군 영동읍 비탄길 22 ,,36.2141915058,127.787677019,한전주,043-740-3503,충청북도 영동군청,2016-09-23
비탄길 05 ,1,,충청북도 영동군 영동읍 비탄길 29-1 ,,36.214867388,127.787950695,한전주,043-740-3503,충청북도 영동군청,2016-09-23
비탄길 06 ,1,,충청북도 영동군 영동읍 비탄길 36 ,,36.2151512913,127.788629693,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 03 ,1,,충청북도 영동군 양강면 신기1길 22 ,,36.1477691009,127.746886832,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 03-R1 ,1,,충청북도 영동군 양강면 신기1길 24 ,,36.1478398871,127.746518603,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 03-R2 ,1,,충청북도 영동군 양강면 신기1길 17-6 ,,36.1473812794,127.746647594,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 04 ,1,,충청북도 영동군 양강면 신기1길 17-17 ,,36.1470656891,127.746964608,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 05 ,1,,충청북도 영동군 양강면 신기1길 17-23 ,,36.1470936937,127.74709821,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 06 ,1,,충청북도 영동군 양강면 신기1길 17-34 ,,36.1469637072,127.747710321,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 07 ,1,,충청북도 영동군 양강면 신기1길 17-34 ,,36.1469637072,127.747710321,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기1길 08 ,1,,충청북도 영동군 양강면 신기2길 13 ,,36.1494292067,127.748311529,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기2길 01 ,1,,충청북도 영동군 양산면 신기길29-34 앞 ,,36.1497742007,127.631485961,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기길 01 ,1,,충청북도 영동군 양산면 신기길31-2 뒤 ,,36.150038059,127.632034778,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기길 02 ,1,,충청북도 영동군 양산면 신기길 36 앞 ,,36.1507637847,127.631813918,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기길 03 ,1,,충청북도 영동군 양산면 신기길41-1 ,,36.1505199395,127.630887453,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기길 04 ,1,,충청북도 영동군 양산면 신기길 45 옆 ,,36.1509950006,127.631033491,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기길 05 ,1,,충청북도 영동군 양산면 신기길6-32 뒤 ,,36.1533404105,127.631963489,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신기길 06 ,1,,충청북도 영동군 추풍령면 신안로 25 ,,36.2098461748,128.002375167,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신안로 01 ,1,,충청북도 영동군 추풍령면 신안로 32 ,,36.2102585776,128.002629515,한전주,043-740-3503,충청북도 영동군청,2016-09-23
신안로 02 ,1,,충청북도 영동군 추풍령면 신안로 34 ,,36.2104606767,128.002600958,한전주,043-740-3503,충청북도 영동군청,2016-09-23
